dataset1_index,dataset2_index,dataset1_name,dataset2_name,distance_meters,name_similarity,combined_score,dataset1_id,dataset2_id,dataset1_x,dataset1_y,dataset2_x,dataset2_y
128,234,УЛ. ЖАРНОВЕЦКОГО,ул. Жарновецкого,3.46765165202462,1.0,0.9514528768716553,5467,3343,326609.45636741706,6640969.191836503,326612.66905882256,6640970.496911947
146,233,УЛ. ЖАРНОВЕЦКОГО,ул. Жарновецкого,13.745191105743874,1.0,0.8075673245195858,5514,3342,326648.9903247822,6640913.426255469,326653.3242687967,6640926.47030422
266,231,УЛ. ДЕГТЯРЕВА,ул. Дегтярёва,13.56315308341766,0.9166666666666666,0.7851158568321528,6223,3265,319035.1207011102,6645892.914526353,319045.26345176983,6645901.919176852
278,209,УЛ. БЕЛОВОЙ,ул. Беловой,25.756251201026505,1.0,0.6394124831856289,6693,2922,324270.12183325033,6643112.423832465,324282.8978001921,6643134.788070539
277,208,УЛ. БЕЛОВОЙ,ул. Беловой,20.546834225260852,1.0,0.712344320846348,6692,2921,324234.11951251986,6643067.888138361,324229.5919599114,6643047.8463404365
61,207,"БУЛЬВАР КРАСНЫХ КУРСАНТОВ,49","бульвар Красного Курсанта, 49",7.564254010081882,0.8214285714285714,0.8405290152874251,1017,2920,324723.8153715997,6642470.583053548,324729.45791716786,6642475.620872346
5,206,"БУЛЬВАР КРАСНЫХ КУРСАНТОВ,49","бульвар Красного Курсанта, 49",4.875720075458526,0.8214285714285714,0.878168490372152,93,2919,324678.79816011566,6642425.315272193,324674.2636633853,6642427.107194529
271,185,ТИМЯШКИНО,Тимяшкино,4.965924714780477,1.0,0.9304770539930733,6531,1975,322591.6494546337,6641268.767842704,322587.4666323306,6641266.091201927
239,184,"ГОСТИЛИЦКОЕ ШОССЕ, 25","Гостилицкое шоссе, 25",4.347615369806897,1.0,0.9391333848227035,5802,1974,323052.1320908455,6641215.006784082,323056.4308760938,6641215.65655696
237,183,ТРОИЦКАЯ ГОРА,Троицкая Гора,3.022251294787102,1.0,0.9576884818729805,5800,1973,323323.2148081184,6641159.6235458,323323.3363840225,6641162.643350792
254,180,КРОПОТКИНСКАЯ УЛ,Кропоткинская ул.,36.492444847824025,1.0,0.48910577213046363,6048,1339,333154.5492511986,6638984.880273352,333126.8042779532,6639008.585019514
39,179,УЛ. ГЛИНКИ,ул. Глинки,11.650055466568679,1.0,0.8368992234680386,700,1338,335839.32441000256,6638532.255709154,335849.5464615458,6638537.844399038
84,178,УЛ. ГЛИНКИ,ул. Глинки,10.651769272937793,1.0,0.8508752301788709,1579,1337,335919.5657619587,6638510.343064783,335910.3369322042,6638515.661794895
29,177,"ПР. БУДЁННОГО, ТРАМВАЙНАЯ ОСТАНОВКА","пр. Будённого, трамвайная остановка",34.20333368728883,1.0,0.5211533283779564,425,1335,337015.1685338539,6638364.4836820215,337010.2698292119,6638330.632969649
46,176,ФРОНТОВАЯ УЛ,Фронтовая ул.,10.277858720626956,1.0,0.8561099779112227,878,1333,333972.1817648534,6638745.061879807,333981.77207654796,6638748.757864315
36,175,ГОЛЬФ-КЛУБ,Гольф-клуб,6.4551999769222945,1.0,0.9096272003230879,557,1332,331116.3108435705,6640218.433589686,331116.44296999194,6640211.979742046
34,174,РЕКТОРСКИЙ ПРОЕЗД,Ректорский проезд,2.2626814883441733,1.0,0.9683224591631814,542,1331,322594.46897772385,6641935.084797514,322594.0373791039,6641932.863660384
81,173,РЕКТОРСКИЙ ПРОЕЗД,Ректорский проезд,10.870346716625182,1.0,0.8478151459672474,1424,1330,322612.515394878,6641900.958037306,322605.02593986667,6641908.836647676
179,172,УЛ. СВЯЗИ,ул. Связи,38.18252352054368,1.0,0.46544467071238843,5691,1322,321418.6400693986,6644319.273843725,321439.2654668153,6644351.406351934
172,171,УЛ. СВЯЗИ,ул. Связи,10.191720226308618,1.0,0.8573159168316793,5684,1321,321392.78393821535,6644319.375382663,321402.8658050827,6644317.883028268
180,169,НОВОГОРСКАЯ УЛ,Новогорская ул.,28.412129365919128,1.0,0.6022301888771322,5692,1319,321824.4408284286,6644536.221030651,321820.82207256084,6644564.401763449
45,1,ФАБРИЧНАЯ УЛ,Фабричная ул.,15.099542666105444,1.0,0.7886064026745236,876,207,325912.3584733098,6642488.671028486,325925.4950229432,6642496.115976603
15,186,"ЛОМОНОСОВ, ВОКЗАЛ","Ломоносов, вокзал",19.90297395340731,1.0,0.7213583646522976,291,2016,319455.3667148766,6646633.160968334,319474.2008006159,6646626.726251048
135,187,ПОСЕЛОК ПТИЦЕФАБРИКИ,Посёлок птицефабрики,42.54068467501665,0.95,0.3894304145497669,5495,2344,329272.9491879597,6639214.379005145,329243.28680794546,6639183.885512979
132,188,УЛ. ДЕМЬЯНА БЕДНОГО,ул. Демьяна Бедного,3.7898293040706403,1.0,0.9469423897430109,5492,2345,329483.40630502795,6639865.258447743,329486.90055,6639863.791117436
160,198,"ГОСТИЛИЦКОЕ ШОССЕ, 5 КМ","Гостилицкое шоссе, 5 км",2.1302422715466416,1.0,0.970176608198347,5578,2750,321847.47002322914,6640852.457511726,321845.3956163837,6640852.94204075
310,205,УЛ. СВЯЗИ,ул. Связи,15.073991184431236,1.0,0.7889641234179627,8262,2811,332404.32891940913,6638221.473084299,332389.34193285054,6638223.090317776
287,204,ИНДУСТРИАЛЬНЫЙ ПАРК МАРЬИНО,индустриальный парк Марьино,24.273528235317336,1.0,0.6601706047055573,7129,2810,329936.94724095083,6637731.13653528,329948.6848136317,6637709.889569366
286,203,ИНДУСТРИАЛЬНЫЙ ПАРК МАРЬИНО,индустриальный парк Марьино,28.037649723136305,1.0,0.6074729038760918,7128,2809,329992.58385413315,6637634.830384875,330002.87111511076,6637660.912602257
118,201,"БСХ, БЫТОВЫЕ ПРИБОРЫ","БСХ, Бытовые приборы",15.654949117647552,1.0,0.7808307123529342,2285,2807,331725.0769823515,6637455.191396685,331718.75880497415,6637440.868056764
291,200,УЛ. НОВЫЕ ЗАВОДЫ,ул. Новые Заводы,27.0541843651368,1.0,0.6212414188880848,7136,2806,330759.6509546791,6637392.72110696,330771.78821776947,6637416.899935227
234,197,"ВОЛХОНСКОЕ ШОССЕ, 62","Волхонское шоссе, 62",6.755037329134538,1.0,0.9054294773921163,5797,2747,332792.524641393,6638544.825469259,332786.3069639907,6638542.185200894
136,189,ПТИЦЕФАБРИКА КРАСНЫЕ ЗОРИ,Птицефабрика Красные зори,6.903202618756363,1.0,0.9033551633374108,5496,2346,329149.4227439645,6638925.510803883,329149.53109098657,6638918.60845158
235,196,"ВОЛХОНСКОЕ ШОССЕ, 62","Волхонское шоссе, 62",4.378661455525824,1.0,0.9386987396226385,5798,2746,332827.81238497625,6638477.8165557515,332831.1920345336,6638480.600553778
232,195,"ВОЛХОНСКОЕ ШОССЕ, 48","Волхонское шоссе, 48",8.019856937100482,1.0,0.8877220028805932,5795,2745,332986.5078529273,6638316.1071582595,332985.0394060621,6638323.9914317895
230,194,"ВОЛХОНСКОЕ ШОССЕ, 48","Волхонское шоссе, 48",8.77367202843563,1.0,0.8771685916019012,5793,2744,333002.2817846889,6638326.49159471,333006.2669679342,6638318.6752250055
228,193,ШКОЛА № 413,Школа № 413,16.610939774899503,1.0,0.767446843151407,5791,2743,333284.3806620471,6638012.317074809,333298.7343822063,6638003.956809395
227,192,ШКОЛА № 413,Школа № 413,8.0927657028447,1.0,0.8867012801601741,5790,2742,333284.62924036616,6638044.062149913,333289.0260207871,6638037.267948072
129,190,"МАСТЕРОВОЙ ПЕР., УГОЛ БУЛЬВАРА РАЗВЕДЧИКА","Мастеровой пер., угол бульвара Разведчиков",12.940072543118971,0.95,0.8038389843963343,5468,2349,326147.3844433407,6641969.612474859,326159.53811751807,6641965.170214014
282,250,"УЛ. ПЕРВОГО МАЯ, УГОЛ ГОСТИЛИЦКОЙ УЛ","ул. Первого Мая, угол Гостилицкой ул.",0.3229467091659333,1.0,0.995478746071677,6812,3476,324300.3382613891,6641939.790585355,324300.6357733896,6641939.916208548
177,166,БЕЗЫМЯННЫЙ ПЕР,Безымянный пер.,14.771173858749094,1.0,0.7932035659775125,5689,1316,321450.18331030465,6643940.605419601,321439.8541040658,6643951.164542465
306,311,КАНАТНЫЙ ПЕР.,Канатный пер.,18.95886150940279,1.0,0.7345759388683608,8126,4414,328837.93641925155,6636794.243244758,328855.830522181,6636787.979099957
302,307,УЛ. ФЕДЮНИНСКОГО,ул. Федюнинского,14.969437093192429,1.0,0.790427880695306,7911,4173,320796.75358676,6644020.334799237,320789.3535789049,6644007.322346331
303,304,"УЛ. ФЕДЮНИНСКОГО, Д. 3","ул. Федюнинского, 3",28.42671097235766,0.8947368421052632,0.5704470990185717,7912,4170,320576.0303700729,6643612.568479546,320556.22614236566,6643592.17557731
298,303,"ИЛИКОВСКИЙ ПР., 1","Иликовский пр., 1",1.510928973682493,1.0,0.978846994368445,7737,4158,318955.1739462528,6646178.322567667,318956.5132877254,6646179.021903626
300,302,ОРАНИЕНБАУМСКИЙ ПР,Ораниенбаумский пр.,6.6609808868630935,1.0,0.9067462675839166,7739,4157,319767.702263511,6644674.8001382025,319772.11571581685,6644669.811139794
295,301,УЛЬЯНОВСКАЯ УЛ.,Ульяновская ул.,28.563556330964587,1.0,0.6001102113664958,7702,4155,321860.0063077578,6641424.712463036,321874.9070152546,6641400.343514221
299,300,"УЛ. ФЕДЮНИНСКОГО, Д.16","ул. Федюнинского, 16",28.87074934704853,0.9,0.5658095091413206,7738,4142,319578.58183501975,6644739.417866507,319601.7285769142,6644722.162475826
296,299,БОТАНИЧЕСКАЯ УЛ,Ботаническая ул.,2.494694773167929,1.0,0.965074273175649,7727,4114,322289.56709384476,6642066.6918132845,322291.49266439094,6642065.1057237275
297,298,УЛ. ДЗЕРЖИНСКОГО,ул. Дзержинского,3.725922247263464,1.0,0.9478370885383114,7728,4113,323351.6774926806,6641527.642433241,323354.618402487,6641529.930127736
285,294,"УЛ. НОВЫЕ ЗАВОДЫ, УГОЛ РОПШИНСКОГО ШОССЕ","ул. Новые Заводы, угол Ропшинского шоссе",10.184750846257586,1.0,0.8574134881523938,7127,4093,328753.6907505052,6637715.543328673,328763.4312364569,6637712.568083603
305,312,"ЧЕБЫШЁВСКАЯ УЛ., ПОЧТА","Чебышёвская ул., почта",6.895383752759909,1.0,0.9034646274613611,8125,4415,324314.63146675646,6641465.4067316465,324316.0672074954,6641472.150985914
243,251,"БОТАНИЧЕСКАЯ УЛ., УГОЛ УЛЬЯНОВСКОЙ УЛ","Ботаническая ул., угол Ульяновской ул.",8.177069692985558,1.0,0.8855210242982021,5806,3477,322227.85453854536,6642064.301031676,322228.2018213619,6642072.470723433
309,313,ЛЕСНИЧЕСТВО,Лесничество,11.078388369419773,1.0,0.844902562828123,8185,4482,317876.9962279764,6643958.023542758,317878.31654638174,6643969.022972206
319,333,"УЛ. ФЕДЮНИНСКОГО, УГОЛ УЛ. СВЯЗИ","ул. Федюнинского, угол ул. Связи",25.679471853155057,1.0,0.6404873940558291,8667,4704,320545.3886873255,6644208.674064692,320563.8397123181,6644190.813634927
316,331,"УЛ. ФЕДЮНИНСКОГО, УГОЛ АСТРОНОМИЧЕСКОЙ УЛ.","ул. Федюнинского, угол Астрономической ул.",1.052196293407558,1.0,0.9852692518922941,8664,4702,320409.44583290134,6642948.717637148,320408.93547824747,6642949.637775815
315,330,"УЛ. ФЕДЮНИНСКОГО, УГОЛ АСТРОНОМИЧЕСКОЙ УЛ.","ул. Федюнинского, угол Астрономической ул.",2.507677183965727,1.0,0.9648925194244797,8663,4701,320451.73499411374,6643055.605269143,320452.44805476954,6643053.2011083
317,329,УЛ. РОЖДЕСТВЕНСКОГО,ул. Рождественского,37.67292609453968,1.0,0.4725790346764444,8665,4700,321409.68351448706,6641637.584181295,321376.4866337052,6641655.394753068
318,328,УЛ. РОЖДЕСТВЕНСКОГО,ул. Рождественского,20.586610862065818,1.0,0.7117874479310785,8666,4699,321442.76941210916,6641605.017163036,321460.8942567179,6641595.255065173
323,326,НИКОЛАЕВСКАЯ БОЛЬНИЦА,Николаевская больница,4.43223585482785,1.0,0.9379486980324101,8677,4686,327422.93125649646,6641555.57507246,327427.0998810333,6641554.069322101
322,325,НИКОЛАЕВСКАЯ БОЛЬНИЦА,Николаевская больница,22.757483864636825,1.0,0.6813952258950844,8676,4685,327446.0179326681,6641562.145739751,327467.47536677157,6641554.56407809
321,324,ПЛ. АВРОВА,пл. Аврова,15.649085916111801,1.0,0.7809127971744347,8675,4684,327655.5834682627,6641490.073075877,327640.6646597292,6641494.79780253
314,323,"КЛАДБИЩЕ ИЛИКИ, АДМИНИСТРАЦИЯ","кладбище Илики, Администрация",7.332668927059367,1.0,0.8973426350211688,8636,4668,317456.36903421883,6642334.644511294,317449.32167317753,6642332.618990139
313,322,"КЛАДБИЩЕ ИЛИКИ, АДМИНИСТРАЦИЯ","кладбище Илики, Администрация",11.71828662995583,1.0,0.8359439871806182,8635,4667,317410.31638473837,6642231.386236413,317410.1650984153,6642243.1035464285
117,317,УЛ. СВЯЗИ,ул. Связи,41.60242681263606,1.0,0.4175660246230951,2284,4515,332417.06627376983,6638275.990791465,332408.75474477274,6638235.227077179
311,316,"СОБСТВЕННЫЙ ПР., 18","Собственный пр., 18",5.700522406339901,1.0,0.9201926863112413,8306,4488,324895.6480282587,6643307.119339249,324889.98464795214,6643306.469663016
312,315,"СОБСТВЕННЫЙ ПР., 18","Собственный пр., 18",12.405096837450909,1.0,0.8263286442756872,8307,4487,325016.9585129755,6643250.173826111,325005.4272660295,6643254.747311807
308,314,ЛЕСНИЧЕСТВО,Лесничество,18.7954220871917,1.0,0.7368640907793162,8184,4483,317896.4864539923,6643989.166940481,317900.3563355295,6644007.559653939
222,292,УЛ. ШАХМАТОВА,ул. Шахматова,8.579551386710905,1.0,0.8798862805860472,5782,4000,324462.051842982,6640655.774250101,324460.0913373533,6640647.421698415
269,291,ЗАЯЧИЙ РЕМИЗ,Заячий Ремиз,13.390103294963513,1.0,0.8125385538705108,6266,3999,325331.8206896323,6641049.470110886,325319.8502086981,6641055.470315253
106,290,ЗАЯЧИЙ РЕМИЗ,Заячий Ремиз,46.451673568948294,1.0,0.34967657003472385,1870,3998,325363.7332591888,6641016.227734827,325322.13163396704,6641036.893231586
139,289,"МАРЬИНО, 2",Марьино-2,6.926396421345111,1.0,0.9030304501011683,5501,3990,328480.380306746,6636976.494838941,328473.512614858,6636975.594963662
294,268,ПР. ВЕТЕРАНОВ,пр. Ветеранов,32.87752144010092,1.0,0.5397146998385871,7460,3754,337002.2062543484,6637207.334674325,337000.3152287513,6637174.511581262
194,267,АЛЛЕЯ ГОРДОВЦЕВ,аллея Гордовцев,31.427920060521775,1.0,0.5600091191526951,5706,3730,315071.95990029,6647758.6355469925,315044.1451965895,6647773.26621401
192,266,АЛЛЕЯ ГОРДОВЦЕВ,аллея Гордовцев,25.182306143300163,1.0,0.6474477139937976,5704,3729,315121.43351152574,6647774.105950037,315146.53243227664,6647776.1535632415
170,265,ТРАНСПОРТНЫЙ ПЕР,Транспортный пер.,21.6204155559267,1.0,0.6973141822170261,5677,3728,317467.13279221545,6646970.600031759,317483.55828315986,6646984.658680913
107,263,ОЧИСТНЫЕ СООРУЖЕНИЯ,Очистные сооружения,43.37560434183076,1.0,0.3927415392143694,1892,3653,325138.6817784764,6643505.04781582,325099.10207647574,6643522.792962806
113,262,ОЧИСТНЫЕ СООРУЖЕНИЯ,Очистные сооружения,4.1776771193472335,1.0,0.9415125203291386,2253,3652,325146.70880302286,6643521.100426754,325147.8017149725,6643517.068240054
284,261,БРОНКА,Бронка,9.653505706539997,1.0,0.86485092010844,6877,3546,315142.4105778078,6648261.748680936,315132.7610709743,6648261.47084952
112,260,КОНСТАНТИНОВСКАЯ УЛ,Константиновская ул.,12.640287417264895,1.0,0.8230359761582915,2252,3511,327251.5349900951,6641230.557160129,327242.82572085294,6641221.3960742075
147,259,УЛ. ДАШКЕВИЧА,ул. Дашкевича,7.847102564442222,1.0,0.8901405640978088,5515,3510,327449.07225696906,6640573.606304025,327454.3992565924,6640579.36825627
30,258,ФОНТАНЫ,Фонтаны,6.075672649371273,1.0,0.9149405829088022,513,3503,326954.4920580134,6642122.565960922,326957.1749351112,6642117.114725409
153,257,ЛЕСНАЯ УЛ,Лесная ул.,2.9488334306292088,1.0,0.9587163319711911,5537,3483,323338.1755008395,6642352.177280782,323335.9579767586,6642350.233520109
152,255,ЛЕСНАЯ УЛ,Лесная ул.,12.432371969029964,1.0,0.8259467924335804,5536,3481,323320.049410925,6642382.477000953,323309.2856441865,6642376.255650748
155,254,"УЛ. ПЕРВОГО МАЯ, 89","ул. Первого Мая, 89",11.494732631277428,1.0,0.839073743162116,5539,3480,322943.1928899409,6642549.559671914,322943.6355814793,6642561.045876791
241,253,"АСТРОНОМИЧЕСКАЯ УЛ., угол УЛЬЯНОВСКОЙ УЛ","Астрономическая ул., угол Ульяновской ул.",11.194671657282049,1.0,0.8432745967980513,5804,3479,321911.43923722336,6641406.561716695,321914.7074693658,6641417.2686925605
242,252,"АСТРОНОМИЧЕСКАЯ УЛ., угол УЛЬЯНОВСКОЙ УЛ","Астрономическая ул., угол Ульяновской ул.",15.422308899298391,1.0,0.7840876754098225,5805,3478,321913.4670813208,6641357.518380182,321928.22415793804,6641361.999038783
120,269,ОХОТНИЧЬЯ УЛ,Охотничья ул.,32.58919196787853,1.0,0.5437513124497005,4121,3864,332374.41979220934,6637578.478739532,332362.1402206727,6637548.291531049
125,271,УЛ. КОММУНЫ,ул. Коммуны,6.513006839393697,1.0,0.9088179042484881,4311,3866,333470.96946104197,6637822.575129767,333475.1822248682,6637827.542209295
12,288,"КРАСНОСЕЛЬСКОЕ ШОССЕ, 32","Красносельское шоссе, 32",3.1541527972374426,1.0,0.9558418608386758,254,3979,335925.68272061704,6635237.646227687,335926.0010811322,6635240.784272691
292,285,ОРАНИЕНБАУМСКИЙ ПР,Ораниенбаумский пр.,4.094528484318634,1.0,0.9426766012195391,7421,3939,319820.3041857899,6644602.69961579,319823.99371409684,6644604.475156378
17,284,МОРДВИНОВКА,Мордвиновка,10.659408682753472,1.0,0.8507682784414514,310,3938,322567.2017849215,6644453.537086414,322561.52108702733,6644462.556657629
71,283,МОРДВИНОВКА,Мордвиновка,12.824839465160302,1.0,0.8204522474877558,1219,3937,322616.25701382366,6644391.200196552,322629.0805836423,6644391.380652679
90,282,ЦВЕТОВОДЧЕСКИЙ ПИТОМНИК,Цветоводческий питомник,9.708511430063378,1.0,0.8640808399791127,1765,3936,322890.965777161,6644282.523209991,322900.6718749694,6644282.306739388
163,280,УЛ. ЖОРЫ АНТОНЕНКО,ул. Жоры Антоненко,8.519599509978198,1.0,0.8807256068603051,5649,3934,322011.54218248825,6644782.046430617,322019.5746003961,6644779.206740781
178,279,УЛ. КИПРЕНСКОГО,ул. Кипренского,46.99472999438257,1.0,0.34207378007864403,5690,3933,321486.87168847007,6644118.43384377,321448.64306744665,6644145.76655644
114,277,"ЛОМОНОСОВ, ВОКЗАЛ","Ломоносов, вокзал",13.821066106445896,1.0,0.8065050745097575,2254,3931,319332.05030319066,6646678.136039837,319319.62137365516,6646684.181168365
264,275,МУЗЕЙ-ЗАПОВЕДНИК ОРАНИЕНБАУМ,Музей-заповедник Ораниенбаум,26.6819559443087,1.0,0.6264526167796782,6194,3929,318900.68768872856,6646019.046919062,318891.7158236357,6645993.918600181
116,273,Ж.-Д. СТ. СТРЕЛЬНА,ж.-д. ст. Стрельна,2.938070490253139,1.0,0.9588670131364561,2283,3868,333795.68576671364,6637987.0738759395,333798.6171530514,6637986.875804376
171,168,НОВОГОРСКАЯ УЛ,Новогорская ул.,19.12605095685357,1.0,0.73223528660405,5683,1318,321805.1640314681,6644528.743770976,321821.9862966938,6644537.844167554
193,62,ПОЛИГОННЫЙ ПЕР,Полигонный пер.,31.186574113987763,1.0,0.5633879624041713,5705,537,319217.40368379897,6644119.308245928,319248.1472414852,6644124.546190731
206,60,УЛ. ФЕДЮНИНСКОГО ПО ОРАНИЕНБАУМСКОМУ ПР,ул. Федюнинского (Ораниенбаумский пр.),16.786817777207844,0.7894736842105263,0.7018266563822481,5724,535,319757.13245578966,6644582.851044607,319766.4314893399,6644596.826924763
205,59,"ШВЕЙЦАРСКАЯ УЛ., УГОЛ ОРАНИЕНБАУМСКОГО ПР",Швейцарская ул. (Ораниенбаумский пр.),18.25178057059761,0.7435897435897436,0.6675519950885566,5721,534,319971.92315561953,6644988.463000491,319965.8249026737,6644971.2601284925
211,57,АЛЕКСАНДРОВСКАЯ УЛ,Александровская ул.,4.522532716029182,1.0,0.9366845419755914,5732,532,319667.2419363555,6645784.119948391,319671.7478497113,6645784.507307394
203,56,УЛ. ПОБЕДЫ,ул. Победы,1.055486072525235,1.0,0.9852231949846466,5719,531,319594.96100374067,6645798.339782773,319594.00847238454,6645798.794463831
